ID,WEEK,WOUND_TYPE,NAME,TOTAL_WOUND_AREA,WOUND_COUNT,AVG_WOUND_AREA,ACTIVE_STATUS,DW_CREATED_BY,DW_UPDATED_BY,DW_CREATION_TIMESTAMP,DW_UPDATED_TIMESTAMP
11871,Week 39,Diabetic Foot Ulcer,Duoderm Gel,121,3,2.748974468,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11872,Week 39,Diabetic Foot Ulcer,Saf-Gel,139,4,2.62693294,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11873,Week 39,Diabetic Foot Ulcer,Aquacel Ag+ Extra,141.25,5,2.146790404,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11874,Week 40,Diabetic Foot Ulcer,Duoderm CGF,161.5,7,1.445779537,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11875,Week 40,Diabetic Foot Ulcer,Duoderm Gel,121,3,2.748974468,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11876,Week 40,Diabetic Foot Ulcer,Saf-Gel,157,5,2.373689045,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11877,Week 40,Diabetic Foot Ulcer,Aquacel Foam,161.5,7,1.683495253,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11878,Week 40,Diabetic Foot Ulcer,Aquacel Ag+ Extra,161.5,7,1.753257397,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11879,Week 41,Diabetic Foot Ulcer,Aquacel Ag+ Extra,220,5,3.34367355,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11880,Week 41,Diabetic Foot Ulcer,Aquacel Foam,220,5,3.210628718,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11881,Week 41,Diabetic Foot Ulcer,Duoderm CGF,220,5,2.757276145,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11882,Week 41,Diabetic Foot Ulcer,Duoderm Gel,202,4,3.441897784,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11883,Week 41,Diabetic Foot Ulcer,Saf-Gel,220,5,3.326188471,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11884,Week 42,Diabetic Foot Ulcer,Duoderm Gel,124.09,5,1.691505331,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11885,Week 42,Diabetic Foot Ulcer,Aquacel Ag+ Extra,144.34,10,1.096876909,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11886,Week 42,Diabetic Foot Ulcer,Saf-Gel,139,7,1.501104537,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11887,Week 42,Diabetic Foot Ulcer,Duoderm ET,0.09,1,0.01046807708,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11888,Week 42,Diabetic Foot Ulcer,Duoderm CGF,141.34,6,1.476187161,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11889,Week 42,Diabetic Foot Ulcer,Aquacel Foam,144.34,10,1.053232157,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11890,Week 43,Diabetic Foot Ulcer,Duoderm CGF,260.38,8,2.03960103,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11891,Week 43,Diabetic Foot Ulcer,Aquacel Foam,260.38,9,2.111069459,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11892,Week 43,Diabetic Foot Ulcer,Aquacel Ag+ Extra,260.38,9,2.198549795,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11893,Week 43,Diabetic Foot Ulcer,Aquacel Ag Foam,53.88,2,2.00040663,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11894,Week 43,Diabetic Foot Ulcer,Duoderm Gel,255.88,6,2.906642921,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11895,Week 43,Diabetic Foot Ulcer,Saf-Gel,255.88,7,2.763328266,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11896,Week 44,Diabetic Foot Ulcer,Saf-Gel,147.94,5,2.236710557,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11897,Week 44,Diabetic Foot Ulcer,Duoderm Gel,147.94,4,2.52076415,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11898,Week 44,Diabetic Foot Ulcer,Duoderm CGF,147.94,4,2.317678596,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11899,Week 44,Diabetic Foot Ulcer,Aquacel Foam,147.94,5,2.159001875,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11900,Week 44,Diabetic Foot Ulcer,Aquacel Ag Foam,26.94,1,2.00040663,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11901,Week 44,Diabetic Foot Ulcer,Aquacel Ag+ Extra,147.94,5,2.248468477,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11902,Week 45,Diabetic Foot Ulcer,Aquacel Ag Foam,26.94,1,2.00040663,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11903,Week 45,Diabetic Foot Ulcer,Aquacel Ag+ Extra,226.94,5,3.449151251,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11904,Week 45,Diabetic Foot Ulcer,Aquacel Foam,226.94,5,3.311909461,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11905,Week 45,Diabetic Foot Ulcer,Duoderm CGF,226.94,5,2.844255675,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11906,Week 45,Diabetic Foot Ulcer,Duoderm Gel,208.94,4,3.560149124,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11907,Week 45,Diabetic Foot Ulcer,Saf-Gel,226.94,5,3.431114598,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11908,Week 46,Diabetic Foot Ulcer,Duoderm Gel,201.82,6,2.292553831,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11909,Week 46,Diabetic Foot Ulcer,Duoderm CGF,222.07,8,1.739512255,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11910,Week 46,Diabetic Foot Ulcer,Saf-Gel,228.82,8,2.162211494,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11911,Week 46,Diabetic Foot Ulcer,Aquacel Ag Foam,80.82,3,2.00040663,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11912,Week 46,Diabetic Foot Ulcer,Aquacel Ag+ Extra,231.07,9,1.951067291,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11913,Week 46,Diabetic Foot Ulcer,Aquacel Foam,231.07,9,1.873434288,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11914,Week 47,Diabetic Foot Ulcer,Saf-Gel,237.88,10,1.79825844,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11915,Week 47,Diabetic Foot Ulcer,Duoderm Gel,183.88,6,2.08876622,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11916,Week 47,Diabetic Foot Ulcer,Duoderm CGF,222.13,9,1.546650884,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11917,Week 47,Diabetic Foot Ulcer,Aquacel Foam,231.13,10,1.686528672,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11918,Week 47,Diabetic Foot Ulcer,Aquacel Ag+ Extra,231.13,10,1.756416517,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11919,Week 47,Diabetic Foot Ulcer,Aquacel Ag Foam,62.88,3,1.556366851,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11920,Week 48,Diabetic Foot Ulcer,Aquacel Foam,251.13,8,2.290582926,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11921,Week 48,Diabetic Foot Ulcer,Duoderm CGF,177.88,7,1.592416496,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11922,Week 48,Diabetic Foot Ulcer,Saf-Gel,246.88,6,3.110490189,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11923,Week 48,Diabetic Foot Ulcer,Duoderm Gel,246.88,6,2.804408333,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11924,Week 48,Diabetic Foot Ulcer,Duoderm ET,2,1,0.2326239351,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11925,Week 48,Diabetic Foot Ulcer,Aquacel Ag+ Extra,179.88,8,1.708693176,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11926,Week 48,Diabetic Foot Ulcer,Aquacel Ag Foam,125.88,3,3.115703867,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11927,Week 49,Diabetic Foot Ulcer,Aquacel Ag Foam,53.88,2,2.00040663,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11928,Week 49,Diabetic Foot Ulcer,Aquacel Ag+ Extra,100.13,7,1.087019586,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11929,Week 49,Diabetic Foot Ulcer,Aquacel Foam,100.13,7,1.043767057,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11930,Week 49,Diabetic Foot Ulcer,Duoderm CGF,96.13,5,1.204804345,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11931,Week 49,Diabetic Foot Ulcer,Duoderm ET,4,2,0.2326239351,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11932,Week 49,Diabetic Foot Ulcer,Duoderm Gel,93.88,4,1.599630515,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11933,Week 49,Diabetic Foot Ulcer,Saf-Gel,93.88,4,1.774219169,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11934,Week 50,Diabetic Foot Ulcer,Saf-Gel,40,2,1.511903851,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11935,Week 50,Diabetic Foot Ulcer,Aquacel Foam,44.25,4,0.8072177318,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11936,Week 50,Diabetic Foot Ulcer,Duoderm CGF,74.25,4,1.163225874,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11937,Week 50,Diabetic Foot Ulcer,Duoderm ET,2,1,0.2326239351,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11938,Week 50,Diabetic Foot Ulcer,Duoderm Gel,40,2,1.363127835,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11939,Week 50,Diabetic Foot Ulcer,Aquacel Ag+ Extra,76.25,5,1.158886855,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11940,Week 51,Diabetic Foot Ulcer,Aquacel Ag Foam,54.88,3,1.358355801,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11941,Week 51,Diabetic Foot Ulcer,Aquacel Ag+ Extra,77.13,5,1.172261549,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11942,Week 51,Diabetic Foot Ulcer,Aquacel Foam,76.13,4,1.388779343,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11943,Week 51,Diabetic Foot Ulcer,Duoderm CGF,77.13,5,0.9666759504,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11944,Week 51,Diabetic Foot Ulcer,Duoderm ET,1,1,0.1163119676,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11945,Week 51,Diabetic Foot Ulcer,Duoderm Gel,73.88,3,1.678464741,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11946,Week 51,Diabetic Foot Ulcer,Saf-Gel,73.88,3,1.861657608,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11947,Week 52,Diabetic Foot Ulcer,Aquacel Ag+ Extra,26.94,1,2.047240123,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11948,Week 52,Diabetic Foot Ulcer,Aquacel Ag Foam,28.94,2,1.074457459,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11949,Week 52,Diabetic Foot Ulcer,Saf-Gel,28.94,2,1.093862436,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11950,Week 52,Diabetic Foot Ulcer,Duoderm Gel,26.94,1,1.836133194,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11951,Week 52,Diabetic Foot Ulcer,Duoderm CGF,26.94,1,1.688204985,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11952,Week 52,Diabetic Foot Ulcer,Aquacel Foam Lite,2,1,0.533082471,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11953,Week 52,Diabetic Foot Ulcer,Aquacel Foam,26.94,1,1.965780402,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11954,Week 53,Diabetic Foot Ulcer,Duoderm Gel,61.88,4,1.054379381,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11955,Week 53,Diabetic Foot Ulcer,Duoderm ET,8,2,0.4652478702,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11956,Week 53,Diabetic Foot Ulcer,Duoderm CGF,56.13,3,1.172469015,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11957,Week 53,Diabetic Foot Ulcer,Aquacel Foam,64.13,5,0.9358982714,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11958,Week 53,Diabetic Foot Ulcer,Aquacel Ag+ Extra,64.13,5,0.9746808397,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11959,Week 53,Diabetic Foot Ulcer,Aquacel Ag Foam,61.88,4,1.148711602,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11960,Week 53,Diabetic Foot Ulcer,Saf-Gel,61.88,4,1.169457628,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11961,Week 54,Diabetic Foot Ulcer,Duoderm Gel,26.94,1,1.836133194,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11962,Week 54,Diabetic Foot Ulcer,Aquacel Ag Foam,35.94,2,1.334346961,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11963,Week 54,Diabetic Foot Ulcer,Aquacel Ag+ Extra,29.19,2,1.109111715,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11964,Week 54,Diabetic Foot Ulcer,Aquacel Foam,29.19,2,1.06498014,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11965,Week 54,Diabetic Foot Ulcer,Aquacel Foam Lite,9,1,2.398871119,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11966,Week 54,Diabetic Foot Ulcer,Duoderm CGF,29.19,2,0.9146010305,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11967,Week 54,Diabetic Foot Ulcer,Saf-Gel,35.94,2,1.35844561,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11968,Week 55,Diabetic Foot Ulcer,Flexi-DRESS,8,1,1.060240964,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11969,Week 55,Diabetic Foot Ulcer,Saf-Gel,149.13,5,2.254702212,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11970,Week 55,Diabetic Foot Ulcer,Aquacel Ag Foam,61.88,3,1.53161547,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11971,Week 55,Diabetic Foot Ulcer,Aquacel Ag+ Extra,151.38,6,1.91729281,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11972,Week 55,Diabetic Foot Ulcer,Aquacel Foam,151.38,6,1.841003695,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11973,Week 55,Diabetic Foot Ulcer,Duoderm CGF,143.38,5,1.796992062,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11974,Week 55,Diabetic Foot Ulcer,Duoderm Gel,134.88,3,3.064311374,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11975,Week 56,Diabetic Foot Ulcer,Aquacel Ag Foam,34.94,2,1.29721989,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11976,Week 56,Diabetic Foot Ulcer,Aquacel Ag+ Extra,124.44,5,1.891303348,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11977,Week 56,Diabetic Foot Ulcer,Aquacel Foam,124.44,5,1.816048353,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
11978,Week 56,Diabetic Foot Ulcer,Flexi-DRESS,8,1,1.060240964,1,CVT_EMRPHASE2_UAT_SF_USER,CVT_EMRPHASE2_UAT_SF_USER,2025-01-21 13:14:12.725 Z,2025-01-21 13:14:12.725 Z
